instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
4380,2011/7/6,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,189
4381,2011/7/6,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,43
4382,2011/7/6,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,127
4383,2011/7/6,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,152
4384,2011/7/6,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,140
4385,2011/7/6,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,163
4386,2011/7/6,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,185
4387,2011/7/6,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,275
4388,2011/7/6,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,596
4389,2011/7/6,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,563
4390,2011/7/6,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,394
4391,2011/7/6,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,312
4392,2011/7/6,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,241
4393,2011/7/6,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,186
4394,2011/7/6,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,98
4395,2011/7/7,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,35
4396,2011/7/7,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,16
4397,2011/7/7,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,8
4398,2011/7/7,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,4
4399,2011/7/7,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,4
4400,2011/7/7,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,32
4401,2011/7/7,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,118
4402,2011/7/7,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,292
4403,2011/7/7,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,443
4404,2011/7/7,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,179
4405,2011/7/7,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,101
4406,2011/7/7,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,142
4407,2011/7/7,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,171
4408,2011/7/7,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,155
4409,2011/7/7,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,160
4410,2011/7/7,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,166
4411,2011/7/7,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,265
4412,2011/7/7,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,569
4413,2011/7/7,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,562
4414,2011/7/7,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,365
4415,2011/7/7,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,285
4416,2011/7/7,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,209
4417,2011/7/7,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,182
4418,2011/7/7,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,129
4419,2011/7/8,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,47
4420,2011/7/8,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,34
4421,2011/7/8,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,22
4422,2011/7/8,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,6
4423,2011/7/8,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,11
4424,2011/7/8,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,27
4425,2011/7/8,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,102
4426,2011/7/8,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,332
4427,2011/7/8,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,457
4428,2011/7/8,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,241
4429,2011/7/8,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,138
4430,2011/7/8,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,165
4431,2011/7/8,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,213
4432,2011/7/8,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,229
4433,2011/7/8,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,216
4434,2011/7/8,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,141
4435,2011/7/8,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,132
4436,2011/7/8,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,167
4437,2011/7/8,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,316
4438,2011/7/8,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,270
4439,2011/7/8,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,250
4440,2011/7/8,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,204
4441,2011/7/8,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,169
4442,2011/7/8,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,151
4443,2011/7/9,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,121
4444,2011/7/9,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,53
4445,2011/7/9,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,55
4446,2011/7/9,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,30
4447,2011/7/9,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,6
4448,2011/7/9,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,15
4449,2011/7/9,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,38
4450,2011/7/9,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,71
4451,2011/7/9,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,182
4452,2011/7/9,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,247
4453,2011/7/9,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,264
4454,2011/7/9,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,290
4455,2011/7/9,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,366
4456,2011/7/9,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,416
4457,2011/7/9,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,373
4458,2011/7/9,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,402
4459,2011/7/9,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,416
4460,2011/7/9,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,401
4461,2011/7/9,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,378
4462,2011/7/9,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,306
4463,2011/7/9,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,314
4464,2011/7/9,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,238
4465,2011/7/9,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,214
4466,2011/7/9,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,140
4467,2011/7/10,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,154
4468,2011/7/10,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,113
4469,2011/7/10,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,96
4470,2011/7/10,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,25
4471,2011/7/10,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,5
4472,2011/7/10,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,17
4473,2011/7/10,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,25
4474,2011/7/10,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,65
4475,2011/7/10,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,92
4476,2011/7/10,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,169
4477,2011/7/10,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,268
4478,2011/7/10,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,287
4479,2011/7/10,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,377
4480,2011/7/10,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,367
4481,2011/7/10,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,349
4482,2011/7/10,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,361
4483,2011/7/10,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,372
4484,2011/7/10,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,363
4485,2011/7/10,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,363
4486,2011/7/10,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,303
4487,2011/7/10,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,268
4488,2011/7/10,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,227
4489,2011/7/10,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,143
4490,2011/7/10,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,72
4491,2011/7/11,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,35
4492,2011/7/11,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,10
4493,2011/7/11,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,12
4494,2011/7/11,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,10
4495,2011/7/11,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,4
4496,2011/7/11,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,26
4497,2011/7/11,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,121
4498,2011/7/11,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,317
4499,2011/7/11,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,420
4500,2011/7/11,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,208
4501,2011/7/11,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,117
4502,2011/7/11,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,128
4503,2011/7/11,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,148
4504,2011/7/11,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,141
4505,2011/7/11,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,134
4506,2011/7/11,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,146
4507,2011/7/11,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,239
4508,2011/7/11,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,514
4509,2011/7/11,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,472
4510,2011/7/11,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,373
4511,2011/7/11,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,236
4512,2011/7/11,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,130
4513,2011/7/11,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,90
4514,2011/7/11,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,55
4515,2011/7/12,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,22
4516,2011/7/12,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,14
4517,2011/7/12,3,0,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,9
4518,2011/7/12,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,8
4519,2011/7/12,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,6
4520,2011/7/12,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,25
4521,2011/7/12,3,0,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,115
4522,2011/7/12,3,0,7,7,0,2,1,1,0.76,0.697,0.55,0.194,330
4523,2011/7/12,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,417
4524,2011/7/12,3,0,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,176
4525,2011/7/12,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,123
4526,2011/7/12,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,125
4527,2011/7/12,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,163
4528,2011/7/12,3,0,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,136
4529,2011/7/12,3,0,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,124
4530,2011/7/12,3,0,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,148
4531,2011/7/12,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,202
4532,2011/7/12,3,0,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,428
4533,2011/7/12,3,0,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,511
4534,2011/7/12,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,337
4535,2011/7/12,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,308
4536,2011/7/12,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,258
4537,2011/7/12,3,0,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,194
4538,2011/7/12,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0,79
4539,2011/7/13,3,0,7,0,0,3,1,1,0.76,0.7121,0.62,0,46
4540,2011/7/13,3,0,7,1,0,3,1,1,0.76,0.697,0.55,0,12
4541,2011/7/13,3,0,7,2,0,3,1,1,0.76,0.697,0.55,0,5
4542,2011/7/13,3,0,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,4
4543,2011/7/13,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,5
4544,2011/7/13,3,0,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,26
4545,2011/7/13,3,0,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,121
4546,2011/7/13,3,0,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,313
4547,2011/7/13,3,0,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,449
4548,2011/7/13,3,0,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,186
4549,2011/7/13,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,113
4550,2011/7/13,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,165
4551,2011/7/13,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,174
4552,2011/7/13,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,158
4553,2011/7/13,3,0,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,116
4554,2011/7/13,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,46
4555,2011/7/13,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0,141
4556,2011/7/13,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0,488
4557,2011/7/13,3,0,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,463
4558,2011/7/13,3,0,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,419
4559,2011/7/13,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,342
4560,2011/7/13,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,250
4561,2011/7/13,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,184
4562,2011/7/13,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,116
4563,2011/7/14,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,46
4564,2011/7/14,3,0,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,25
4565,2011/7/14,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,10
4566,2011/7/14,3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,6
4567,2011/7/14,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,6
4568,2011/7/14,3,0,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,28
4569,2011/7/14,3,0,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,130
4570,2011/7/14,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,334
4571,2011/7/14,3,0,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,486
4572,2011/7/14,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,224
4573,2011/7/14,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,127
4574,2011/7/14,3,0,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,148
4575,2011/7/14,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,223
4576,2011/7/14,3,0,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,177
4577,2011/7/14,3,0,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,178
4578,2011/7/14,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,180
4579,2011/7/14,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,274
4580,2011/7/14,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,595
4581,2011/7/14,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,578
4582,2011/7/14,3,0,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,400
4583,2011/7/14,3,0,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,348
4584,2011/7/14,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,261
4585,2011/7/14,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,176
4586,2011/7/14,3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,124
4587,2011/7/15,3,0,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,80
4588,2011/7/15,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,20
4589,2011/7/15,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,38
4590,2011/7/15,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,7
4591,2011/7/15,3,0,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,10
4592,2011/7/15,3,0,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,23
4593,2011/7/15,3,0,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,120
4594,2011/7/15,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,274
4595,2011/7/15,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,564
4596,2011/7/15,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,207
4597,2011/7/15,3,0,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,166
4598,2011/7/15,3,0,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,210
4599,2011/7/15,3,0,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,238
4600,2011/7/15,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,247
4601,2011/7/15,3,0,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,265
4602,2011/7/15,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,237
4603,2011/7/15,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,361
4604,2011/7/15,3,0,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,587
4605,2011/7/15,3,0,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,496
4606,2011/7/15,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,394
4607,2011/7/15,3,0,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,343
4608,2011/7/15,3,0,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,261
4609,2011/7/15,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,223
4610,2011/7/15,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,167
4611,2011/7/16,3,0,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,110
4612,2011/7/16,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,75
4613,2011/7/16,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,58
4614,2011/7/16,3,0,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,26
4615,2011/7/16,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,16
4616,2011/7/16,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,10
4617,2011/7/16,3,0,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,37
4618,2011/7/16,3,0,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,52
4619,2011/7/16,3,0,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,127
4620,2011/7/16,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,222
4621,2011/7/16,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,322
4622,2011/7/16,3,0,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,396
4623,2011/7/16,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,463
4624,2011/7/16,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,497
4625,2011/7/16,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,433
4626,2011/7/16,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,428
4627,2011/7/16,3,0,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,425
4628,2011/7/16,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,475
4629,2011/7/16,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,428
4630,2011/7/16,3,0,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,406
4631,2011/7/16,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,296
4632,2011/7/16,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,252
4633,2011/7/16,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,201
4634,2011/7/16,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,168
4635,2011/7/17,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,125
4636,2011/7/17,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,102
4637,2011/7/17,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,94
4638,2011/7/17,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,47
4639,2011/7/17,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,10
4640,2011/7/17,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,12
4641,2011/7/17,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,21
4642,2011/7/17,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,50
4643,2011/7/17,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,118
4644,2011/7/17,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,184
4645,2011/7/17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,304
4646,2011/7/17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,391
4647,2011/7/17,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,420
4648,2011/7/17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,472
4649,2011/7/17,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,430
4650,2011/7/17,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,324
4651,2011/7/17,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,317
4652,2011/7/17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,369
4653,2011/7/17,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,390
4654,2011/7/17,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,379
4655,2011/7/17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,262
4656,2011/7/17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,207
4657,2011/7/17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,181
4658,2011/7/17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,93
4659,2011/7/18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,51
4660,2011/7/18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,25
4661,2011/7/18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,10
4662,2011/7/18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,7
4663,2011/7/18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,4
4664,2011/7/18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,17
4665,2011/7/18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,105
4666,2011/7/18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,277
4667,2011/7/18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,347
4668,2011/7/18,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,203
4669,2011/7/18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,130
4670,2011/7/18,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,141
4671,2011/7/18,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,165
4672,2011/7/18,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,152
4673,2011/7/18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,138
4674,2011/7/18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,164
4675,2011/7/18,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,265
4676,2011/7/18,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,545
4677,2011/7/18,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,558
4678,2011/7/18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,398
4679,2011/7/18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,323
4680,2011/7/18,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,202
4681,2011/7/18,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,140
4682,2011/7/18,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,91
4683,2011/7/19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,51
4684,2011/7/19,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,13
