instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,cnt
8071,2011/12/7,22,3,9.84,9.85,93,30.0026,13
8072,2011/12/7,23,1,9.84,10.605,93,26.0027,16
8073,2011/12/8,0,2,10.66,11.365,87,19.9995,21
8074,2011/12/8,1,1,10.66,11.365,81,23.9994,7
8075,2011/12/8,2,1,11.48,13.635,65,15.0013,4
8076,2011/12/8,3,1,10.66,11.365,60,19.9995,1
8077,2011/12/8,4,2,9.84,9.85,60,31.0009,2
8078,2011/12/8,5,1,9.02,10.605,64,15.0013,12
8079,2011/12/8,6,1,9.02,10.605,55,19.0012,71
8080,2011/12/8,7,1,9.02,10.605,60,15.0013,244
8081,2011/12/8,8,1,9.02,10.605,55,19.0012,429
8082,2011/12/8,9,1,9.84,10.605,52,26.0027,225
8083,2011/12/8,10,1,10.66,11.365,52,22.0028,110
8084,2011/12/8,11,1,11.48,13.635,52,16.9979,106
8085,2011/12/8,12,1,11.48,12.88,52,22.0028,156
8086,2011/12/8,13,1,12.3,13.635,49,23.9994,124
8087,2011/12/8,14,1,13.12,15.15,45,16.9979,137
8088,2011/12/8,15,1,13.12,16.665,45,8.9981,117
8089,2011/12/8,16,1,13.12,15.91,45,12.998,208
8090,2011/12/8,17,1,12.3,15.91,49,7.0015,331
8091,2011/12/8,18,1,11.48,13.635,52,15.0013,318
8092,2011/12/8,19,1,10.66,13.635,56,7.0015,232
8093,2011/12/8,20,1,10.66,13.635,60,7.0015,175
8094,2011/12/8,21,1,11.48,15.15,61,6.0032,139
8095,2011/12/8,22,1,10.66,13.635,65,8.9981,92
8096,2011/12/8,23,1,9.84,12.88,70,7.0015,61
8097,2011/12/9,0,1,9.84,14.395,65,0,34
8098,2011/12/9,1,1,9.84,14.395,65,0,14
8099,2011/12/9,2,1,9.84,14.395,70,0,12
8100,2011/12/9,3,1,9.02,13.635,80,0,6
8101,2011/12/9,4,1,9.02,13.635,80,0,2
8102,2011/12/9,5,1,9.02,13.635,80,0,20
8103,2011/12/9,6,1,9.02,12.88,80,6.0032,63
8104,2011/12/9,7,1,9.02,12.88,75,6.0032,199
8105,2011/12/9,8,1,9.84,14.395,81,0,385
8106,2011/12/9,9,1,10.66,14.395,81,6.0032,264
8107,2011/12/9,10,2,12.3,15.15,70,11.0014,126
8108,2011/12/9,11,1,13.12,15.15,70,16.9979,136
8109,2011/12/9,12,1,14.76,16.665,57,19.9995,173
8110,2011/12/9,13,1,15.58,19.695,50,12.998,168
8111,2011/12/9,14,1,15.58,19.695,46,19.0012,187
8112,2011/12/9,15,1,15.58,19.695,46,19.0012,189
8113,2011/12/9,16,1,14.76,17.425,62,8.9981,250
8114,2011/12/9,17,1,13.94,17.425,66,7.0015,362
8115,2011/12/9,18,1,13.94,18.18,61,0,318
8116,2011/12/9,19,1,13.94,18.18,61,0,199
8117,2011/12/9,20,1,12.3,16.665,81,0,150
8118,2011/12/9,21,1,12.3,16.665,75,0,140
8119,2011/12/9,22,1,11.48,15.91,87,0,129
8120,2011/12/9,23,1,11.48,15.91,81,0,94
8121,2011/12/10,0,2,10.66,13.635,81,7.0015,77
8122,2011/12/10,1,2,10.66,12.88,70,11.0014,66
8123,2011/12/10,2,2,11.48,15.15,61,6.0032,60
8124,2011/12/10,3,2,11.48,15.15,61,6.0032,25
8125,2011/12/10,4,2,10.66,13.635,65,7.0015,3
8126,2011/12/10,5,1,10.66,12.88,60,11.0014,6
8127,2011/12/10,6,1,9.84,12.88,65,7.0015,11
8128,2011/12/10,7,1,9.84,11.365,65,12.998,11
8129,2011/12/10,8,1,10.66,13.635,65,8.9981,73
8130,2011/12/10,9,1,11.48,12.88,61,19.0012,149
8131,2011/12/10,10,1,13.12,15.15,57,16.9979,192
8132,2011/12/10,11,1,13.12,14.395,53,27.9993,236
8133,2011/12/10,12,1,13.12,14.395,45,27.9993,283
8134,2011/12/10,13,1,13.94,15.15,34,27.9993,286
8135,2011/12/10,14,1,13.94,15.15,31,22.0028,293
8136,2011/12/10,15,1,13.94,15.15,34,23.9994,299
8137,2011/12/10,16,1,13.12,14.395,31,26.0027,241
8138,2011/12/10,17,1,11.48,12.88,36,22.0028,185
8139,2011/12/10,18,1,10.66,12.88,38,15.0013,172
8140,2011/12/10,19,1,10.66,12.12,38,19.0012,154
8141,2011/12/10,20,1,9.84,11.365,35,15.0013,124
8142,2011/12/10,21,1,9.02,10.605,44,15.0013,83
8143,2011/12/10,22,1,9.02,11.365,41,8.9981,95
8144,2011/12/10,23,1,8.2,10.605,47,11.0014,66
8145,2011/12/11,0,1,8.2,9.85,51,15.0013,74
8146,2011/12/11,1,1,6.56,7.575,59,15.0013,62
8147,2011/12/11,2,1,7.38,8.335,55,16.9979,52
8148,2011/12/11,3,1,6.56,9.09,59,8.9981,19
8149,2011/12/11,4,1,6.56,8.335,59,11.0014,5
8150,2011/12/11,5,1,7.38,10.605,59,7.0015,6
8151,2011/12/11,6,1,6.56,11.365,59,0,10
8152,2011/12/11,7,1,7.38,12.12,55,0,31
8153,2011/12/11,8,1,6.56,11.365,69,0,72
8154,2011/12/11,9,1,8.2,12.88,59,0,107
8155,2011/12/11,10,1,9.84,14.395,44,0,194
8156,2011/12/11,11,1,10.66,15.15,35,0,197
8157,2011/12/11,12,1,10.66,15.15,35,0,288
8158,2011/12/11,13,1,12.3,16.665,31,0,268
8159,2011/12/11,14,1,12.3,16.665,28,0,242
8160,2011/12/11,15,1,12.3,16.665,26,0,266
8161,2011/12/11,16,1,12.3,16.665,26,0,206
8162,2011/12/11,17,1,11.48,15.91,30,0,163
8163,2011/12/11,18,1,9.84,11.365,48,12.998,163
8164,2011/12/11,19,1,9.02,11.365,55,12.998,105
8165,2011/12/11,20,1,9.02,12.12,55,7.0015,72
8166,2011/12/11,21,1,9.02,13.635,55,0,63
8167,2011/12/11,22,1,9.02,13.635,55,0,43
8168,2011/12/11,23,1,8.2,12.88,69,0,35
8169,2011/12/12,0,1,8.2,11.365,69,6.0032,20
8170,2011/12/12,1,1,8.2,12.88,69,0,9
8171,2011/12/12,2,1,8.2,12.88,69,0,4
8172,2011/12/12,3,1,7.38,12.12,74,0,2
8173,2011/12/12,4,1,7.38,12.12,74,0,3
8174,2011/12/12,5,1,6.56,11.365,80,0,21
8175,2011/12/12,6,1,6.56,9.09,80,7.0015,64
8176,2011/12/12,7,1,5.74,7.575,86,8.9981,235
8177,2011/12/12,8,2,6.56,9.09,80,7.0015,385
8178,2011/12/12,9,2,7.38,10.605,74,6.0032,220
8179,2011/12/12,10,2,9.02,12.12,69,7.0015,105
8180,2011/12/12,11,2,10.66,14.395,60,6.0032,115
8181,2011/12/12,12,1,11.48,14.395,52,7.0015,145
8182,2011/12/12,13,2,12.3,15.91,52,7.0015,166
8183,2011/12/12,14,2,13.12,16.665,53,8.9981,111
8184,2011/12/12,15,2,13.12,16.665,57,7.0015,132
8185,2011/12/12,16,2,13.12,16.665,57,6.0032,214
8186,2011/12/12,17,2,12.3,16.665,56,0,359
8187,2011/12/12,18,1,12.3,15.91,56,6.0032,357
8188,2011/12/12,19,1,11.48,15.15,61,6.0032,241
8189,2011/12/12,20,1,12.3,15.91,56,6.0032,165
8190,2011/12/12,21,1,10.66,15.15,81,0,121
8191,2011/12/12,22,1,10.66,15.15,70,0,71
8192,2011/12/12,23,1,9.84,14.395,75,0,45
8193,2011/12/13,0,1,9.02,13.635,80,0,17
8194,2011/12/13,1,1,8.2,12.88,80,0,4
8195,2011/12/13,2,1,8.2,12.88,80,0,2
8196,2011/12/13,3,1,7.38,12.12,80,0,3
8197,2011/12/13,4,1,8.2,12.88,80,0,4
8198,2011/12/13,5,1,7.38,12.12,86,0,20
8199,2011/12/13,6,1,8.2,12.88,80,0,92
8200,2011/12/13,7,1,6.56,8.335,80,11.0014,223
8201,2011/12/13,8,1,8.2,11.365,69,7.0015,400
8202,2011/12/13,9,1,10.66,12.88,60,11.0014,233
8203,2011/12/13,10,1,12.3,15.15,52,11.0014,102
8204,2011/12/13,11,1,13.94,15.91,46,16.9979,124
8205,2011/12/13,12,1,14.76,16.665,43,23.9994,167
8206,2011/12/13,13,1,16.4,20.455,37,22.0028,127
8207,2011/12/13,14,1,16.4,20.455,37,16.9979,134
8208,2011/12/13,15,1,16.4,20.455,35,16.9979,151
8209,2011/12/13,16,1,15.58,19.695,37,16.9979,207
8210,2011/12/13,17,1,14.76,17.425,40,12.998,398
8211,2011/12/13,18,1,13.94,15.91,42,15.0013,382
8212,2011/12/13,19,1,13.12,15.91,49,11.0014,267
8213,2011/12/13,20,1,13.12,15.91,49,11.0014,161
8214,2011/12/13,21,1,12.3,15.15,52,11.0014,139
8215,2011/12/13,22,1,12.3,15.15,52,11.0014,107
8216,2011/12/13,23,1,10.66,15.15,70,0,59
8217,2011/12/14,0,1,10.66,15.15,75,0,22
8218,2011/12/14,1,1,10.66,15.15,75,0,8
8219,2011/12/14,2,1,10.66,15.15,75,0,2
8220,2011/12/14,3,1,11.48,15.91,65,0,3
8221,2011/12/14,4,1,10.66,15.15,75,0,4
8222,2011/12/14,5,2,10.66,15.15,81,0,26
8223,2011/12/14,6,2,10.66,15.15,87,0,87
8224,2011/12/14,7,1,11.48,15.91,75,0,247
8225,2011/12/14,8,2,10.66,15.15,87,0,467
8226,2011/12/14,9,2,12.3,16.665,61,0,239
8227,2011/12/14,10,2,13.12,17.425,57,0,142
8228,2011/12/14,11,2,13.94,18.18,55,0,115
8229,2011/12/14,12,2,14.76,18.18,57,6.0032,144
8230,2011/12/14,13,2,14.76,18.18,57,7.0015,133
8231,2011/12/14,14,2,15.58,19.695,54,6.0032,151
8232,2011/12/14,15,2,15.58,19.695,54,7.0015,167
8233,2011/12/14,16,2,15.58,19.695,54,7.0015,245
8234,2011/12/14,17,2,14.76,18.18,57,7.0015,396
8235,2011/12/14,18,2,14.76,17.425,62,11.0014,390
8236,2011/12/14,19,2,14.76,18.18,62,7.0015,268
8237,2011/12/14,20,2,13.94,17.425,66,7.0015,175
8238,2011/12/14,21,2,13.94,16.665,66,11.0014,154
8239,2011/12/14,22,1,13.94,16.665,66,11.0014,104
8240,2011/12/14,23,1,13.12,15.91,70,11.0014,51
8241,2011/12/15,0,1,13.12,15.91,70,11.0014,50
8242,2011/12/15,1,2,13.12,15.91,70,11.0014,20
8243,2011/12/15,2,2,13.12,16.665,70,8.9981,7
8244,2011/12/15,3,2,13.12,16.665,70,8.9981,3
8245,2011/12/15,4,2,13.12,15.15,70,15.0013,6
8246,2011/12/15,5,2,13.12,15.15,70,19.0012,24
8247,2011/12/15,6,1,13.12,15.91,66,12.998,92
8248,2011/12/15,7,1,13.12,15.91,70,12.998,258
8249,2011/12/15,8,2,13.94,15.91,66,15.0013,457
8250,2011/12/15,9,2,14.76,16.665,62,19.0012,280
8251,2011/12/15,10,2,16.4,20.455,58,19.9995,109
8252,2011/12/15,11,2,16.4,20.455,62,27.9993,135
8253,2011/12/15,12,2,18.86,22.725,59,32.9975,157
8254,2011/12/15,13,2,20.5,24.24,55,23.9994,164
8255,2011/12/15,14,2,21.32,25,52,22.0028,132
8256,2011/12/15,15,3,21.32,25,55,15.0013,82
8257,2011/12/15,16,3,18.86,22.725,72,11.0014,131
8258,2011/12/15,17,2,21.32,25,59,19.0012,324
8259,2011/12/15,18,2,21.32,25,59,19.9995,377
8260,2011/12/15,19,2,21.32,25,59,19.0012,287
8261,2011/12/15,20,1,21.32,25,59,22.0028,221
8262,2011/12/15,21,1,20.5,24.24,63,19.9995,155
8263,2011/12/15,22,1,21.32,25,63,22.0028,124
8264,2011/12/15,23,1,21.32,25,63,22.0028,114
8265,2011/12/16,0,1,20.5,24.24,72,22.0028,72
8266,2011/12/16,1,1,20.5,24.24,72,15.0013,31
8267,2011/12/16,2,1,19.68,23.485,77,7.0015,23
8268,2011/12/16,3,1,18.86,22.725,82,8.9981,5
8269,2011/12/16,4,2,20.5,24.24,59,12.998,5
8270,2011/12/16,5,1,19.68,23.485,44,26.0027,26
8271,2011/12/16,6,2,18.04,21.97,33,19.9995,82
8272,2011/12/16,7,2,15.58,19.695,46,19.9995,231
8273,2011/12/16,8,1,14.76,16.665,46,27.9993,459
8274,2011/12/16,9,1,14.76,16.665,46,26.0027,243
8275,2011/12/16,10,1,13.94,15.15,46,19.9995,132
8276,2011/12/16,11,2,13.94,15.15,42,19.9995,144
8277,2011/12/16,12,2,13.94,15.15,42,23.9994,173
8278,2011/12/16,13,2,13.94,15.15,39,23.9994,137
8279,2011/12/16,14,2,13.94,15.91,42,15.0013,128
8280,2011/12/16,15,2,13.12,15.15,45,19.9995,153
8281,2011/12/16,16,2,13.12,15.15,45,15.0013,224
8282,2011/12/16,17,2,13.12,15.15,45,19.0012,365
8283,2011/12/16,18,2,13.12,15.15,45,16.9979,295
8284,2011/12/16,19,2,13.12,15.15,45,15.0013,214
8285,2011/12/16,20,2,13.12,15.91,45,12.998,152
8286,2011/12/16,21,2,13.12,15.91,45,11.0014,102
8287,2011/12/16,22,2,12.3,15.15,49,11.0014,106
8288,2011/12/16,23,2,12.3,15.15,49,8.9981,75
8289,2011/12/17,0,1,12.3,14.395,49,19.0012,62
8290,2011/12/17,1,2,12.3,14.395,52,16.9979,43
8291,2011/12/17,2,2,11.48,13.635,56,15.0013,58
8292,2011/12/17,3,1,10.66,12.88,60,12.998,26
8293,2011/12/17,4,1,9.84,12.12,65,11.0014,9
8294,2011/12/17,5,2,10.66,12.88,60,12.998,9
8295,2011/12/17,6,2,10.66,12.12,56,19.0012,17
8296,2011/12/17,7,2,10.66,12.88,56,15.0013,20
8297,2011/12/17,8,2,10.66,12.88,56,15.0013,59
8298,2011/12/17,9,2,10.66,12.12,56,16.9979,100
8299,2011/12/17,10,2,10.66,12.12,52,19.0012,181
8300,2011/12/17,11,2,11.48,12.88,45,22.0028,209
8301,2011/12/17,12,2,11.48,12.88,45,19.0012,244
8302,2011/12/17,13,2,11.48,13.635,48,16.9979,236
8303,2011/12/17,14,1,11.48,12.88,45,23.9994,237
8304,2011/12/17,15,1,11.48,12.88,45,19.0012,228
8305,2011/12/17,16,1,11.48,13.635,45,15.0013,222
8306,2011/12/17,17,1,10.66,12.88,48,15.0013,165
8307,2011/12/17,18,1,10.66,11.365,48,26.0027,157
8308,2011/12/17,19,3,9.84,10.605,65,22.0028,106
8309,2011/12/17,20,1,9.02,10.605,69,16.9979,106
8310,2011/12/17,21,1,8.2,10.605,75,11.0014,96
8311,2011/12/17,22,1,8.2,10.605,75,11.0014,80
8312,2011/12/17,23,1,8.2,11.365,75,0,69
8313,2011/12/18,0,1,8.2,10.605,75,8.9981,71
8314,2011/12/18,1,1,8.2,11.365,69,7.0015,46
8315,2011/12/18,2,1,9.02,12.12,55,7.0015,41
8316,2011/12/18,3,1,9.02,10.605,55,15.0013,18
8317,2011/12/18,4,1,9.02,10.605,55,15.0013,1
8318,2011/12/18,5,1,8.2,11.365,59,7.0015,5
8319,2011/12/18,6,1,8.2,10.605,59,8.9981,3
8320,2011/12/18,7,1,8.2,10.605,59,11.0014,12
8321,2011/12/18,8,1,8.2,12.88,69,0,32
8322,2011/12/18,9,1,9.02,11.365,64,11.0014,81
8323,2011/12/18,10,1,9.84,11.365,60,16.9979,129
8324,2011/12/18,11,2,9.84,11.365,60,15.0013,188
8325,2011/12/18,12,1,10.66,12.88,60,15.0013,228
8326,2011/12/18,13,1,12.3,13.635,49,19.9995,228
8327,2011/12/18,14,1,12.3,14.395,49,19.0012,219
8328,2011/12/18,15,1,13.12,15.15,45,19.0012,207
8329,2011/12/18,16,1,11.48,13.635,48,16.9979,234
8330,2011/12/18,17,1,11.48,13.635,46,11.0014,136
8331,2011/12/18,18,1,11.48,13.635,45,12.998,138
8332,2011/12/18,19,1,10.66,13.635,52,8.9981,135
8333,2011/12/18,20,1,9.84,12.88,60,7.0015,104
8334,2011/12/18,21,1,9.02,13.635,64,0,89
8335,2011/12/18,22,1,9.02,11.365,75,12.998,49
8336,2011/12/18,23,1,8.2,11.365,75,7.0015,37
8337,2011/12/19,0,1,8.2,11.365,75,6.0032,17
8338,2011/12/19,1,1,7.38,10.605,80,6.0032,11
8339,2011/12/19,2,1,7.38,10.605,80,6.0032,3
8340,2011/12/19,3,1,6.56,9.85,86,6.0032,3
8341,2011/12/19,4,1,6.56,9.09,86,8.9981,4
8342,2011/12/19,5,1,5.74,8.335,93,7.0015,21
8343,2011/12/19,6,1,6.56,9.09,86,7.0015,68
8344,2011/12/19,7,1,7.38,10.605,74,7.0015,191
8345,2011/12/19,8,1,8.2,9.85,75,12.998,397
8346,2011/12/19,9,1,9.02,10.605,69,15.0013,183
8347,2011/12/19,10,1,9.84,11.365,67,12.998,108
8348,2011/12/19,11,1,10.66,12.12,65,16.9979,127
8349,2011/12/19,12,1,12.3,13.635,61,22.0028,141
8350,2011/12/19,13,1,13.94,15.15,49,22.0028,142
8351,2011/12/19,14,1,14.76,17.425,46,15.0013,137
8352,2011/12/19,15,1,15.58,19.695,46,11.0014,159
8353,2011/12/19,16,1,16.4,20.455,40,16.9979,208
8354,2011/12/19,17,1,15.58,19.695,46,12.998,378
8355,2011/12/19,18,1,14.76,17.425,50,12.998,354
8356,2011/12/19,19,2,14.76,17.425,53,11.0014,251
8357,2011/12/19,20,1,16.4,20.455,40,11.0014,206
8358,2011/12/19,21,2,14.76,17.425,53,8.9981,127
8359,2011/12/19,22,2,14.76,17.425,57,11.0014,107
8360,2011/12/19,23,1,14.76,17.425,53,11.0014,60
8361,2011/12/20,0,1,14.76,18.18,57,7.0015,21
8362,2011/12/20,1,1,14.76,18.94,53,0,6
8363,2011/12/20,2,2,13.94,18.18,61,0,11
8364,2011/12/20,3,2,13.94,18.18,61,0,2
8365,2011/12/20,4,2,14.76,18.18,53,7.0015,4
8366,2011/12/20,5,2,14.76,18.94,57,0,15
8367,2011/12/20,6,2,14.76,18.94,57,0,72
8368,2011/12/20,7,2,14.76,18.94,62,0,268
8369,2011/12/20,8,2,17.22,21.21,54,6.0032,432
8370,2011/12/20,9,2,14.76,18.94,66,0,259
8371,2011/12/20,10,2,17.22,21.21,58,12.998,129
8372,2011/12/20,11,2,16.4,20.455,62,11.0014,129
8373,2011/12/20,12,2,18.04,21.97,54,8.9981,175
8374,2011/12/20,13,2,18.04,21.97,54,8.9981,181
8375,2011/12/20,14,2,18.04,21.97,58,7.0015,138
8376,2011/12/20,15,2,18.04,21.97,54,0,154
8377,2011/12/20,16,1,18.04,21.97,54,0,238
8378,2011/12/20,17,1,16.4,20.455,62,11.0014,431
8379,2011/12/20,18,1,15.58,19.695,66,12.998,411
8380,2011/12/20,19,1,15.58,19.695,66,0,224
8381,2011/12/20,20,1,14.76,18.94,66,0,147
8382,2011/12/20,21,1,14.76,18.18,66,6.0032,143
8383,2011/12/20,22,2,14.76,18.94,66,0,107
8384,2011/12/20,23,2,15.58,19.695,62,0,53
8385,2011/12/21,0,2,13.94,16.665,71,8.9981,25
8386,2011/12/21,1,2,14.76,18.18,66,7.0015,11
8387,2011/12/21,2,2,14.76,18.94,71,0,4
8388,2011/12/21,3,2,14.76,18.94,71,0,2
8389,2011/12/21,4,2,14.76,18.94,71,0,2
8390,2011/12/21,5,2,15.58,19.695,82,7.0015,28
8391,2011/12/21,6,2,14.76,18.94,87,0,76
8392,2011/12/21,7,2,14.76,18.18,87,7.0015,229
8393,2011/12/21,8,3,14.76,18.94,93,0,405
8394,2011/12/21,9,2,16.4,20.455,87,15.0013,234
8395,2011/12/21,10,2,19.68,23.485,82,27.9993,89
8396,2011/12/21,11,2,19.68,23.485,82,27.9993,56
8397,2011/12/21,12,3,18.86,22.725,88,26.0027,61
8398,2011/12/21,13,3,18.04,21.97,94,19.9995,58
8399,2011/12/21,14,2,19.68,23.485,88,23.9994,51
8400,2011/12/21,15,2,19.68,23.485,88,26.0027,61
8401,2011/12/21,16,3,18.04,21.97,100,22.0028,101
8402,2011/12/21,17,3,18.04,21.97,100,22.0028,229
8403,2011/12/21,18,2,18.04,21.97,100,19.9995,280
8404,2011/12/21,19,2,20.5,24.24,94,22.0028,209
8405,2011/12/21,20,2,20.5,24.24,94,23.9994,167
8406,2011/12/21,21,1,20.5,24.24,88,19.0012,123
8407,2011/12/21,22,1,20.5,24.24,88,16.9979,105
8408,2011/12/21,23,1,20.5,24.24,88,12.998,54
8409,2011/12/22,0,2,20.5,24.24,82,7.0015,27
8410,2011/12/22,1,1,18.04,21.97,94,6.0032,15
8411,2011/12/22,2,1,19.68,23.485,82,7.0015,11
8412,2011/12/22,3,1,18.04,21.97,67,11.0014,6
8413,2011/12/22,4,1,15.58,19.695,82,8.9981,3
8414,2011/12/22,5,1,15.58,19.695,82,0,16
8415,2011/12/22,6,1,14.76,18.94,87,0,64
8416,2011/12/22,7,1,13.94,18.18,93,0,186
8417,2011/12/22,8,2,14.76,18.94,87,0,343
8418,2011/12/22,9,2,15.58,19.695,87,6.0032,228
8419,2011/12/22,10,2,16.4,20.455,82,6.0032,141
8420,2011/12/22,11,2,18.04,21.97,77,0,145
8421,2011/12/22,12,2,19.68,23.485,55,0,202
8422,2011/12/22,13,2,18.86,22.725,63,0,188
8423,2011/12/22,14,2,18.86,22.725,63,0,159
8424,2011/12/22,15,2,19.68,23.485,59,0,214
8425,2011/12/22,16,2,18.86,22.725,63,0,256
8426,2011/12/22,17,2,18.04,21.97,67,11.0014,356
8427,2011/12/22,18,2,18.04,21.97,62,6.0032,288
8428,2011/12/22,19,2,18.04,21.97,62,0,142
8429,2011/12/22,20,3,17.22,21.21,71,0,33
8430,2011/12/22,21,3,17.22,21.21,71,0,17
8431,2011/12/22,22,3,14.76,18.18,93,7.0015,17
8432,2011/12/22,23,3,16.4,20.455,87,0,11
8433,2011/12/23,0,3,16.4,20.455,87,12.998,9
8434,2011/12/23,1,3,16.4,20.455,87,12.998,12
8435,2011/12/23,2,3,15.58,19.695,94,8.9981,13
8436,2011/12/23,3,3,15.58,19.695,94,8.9981,4
8437,2011/12/23,4,3,15.58,19.695,94,19.0012,2
8438,2011/12/23,5,1,14.76,17.425,93,12.998,8
8439,2011/12/23,6,1,15.58,19.695,82,16.9979,40
8440,2011/12/23,7,1,15.58,19.695,82,15.0013,92
8441,2011/12/23,8,1,16.4,20.455,76,16.9979,182
8442,2011/12/23,9,1,16.4,20.455,66,19.9995,156
8443,2011/12/23,10,1,16.4,20.455,62,23.9994,104
8444,2011/12/23,11,1,16.4,20.455,58,30.0026,174
8445,2011/12/23,12,1,16.4,20.455,54,35.0008,170
8446,2011/12/23,13,1,16.4,20.455,50,31.0009,194
8447,2011/12/23,14,1,16.4,20.455,54,27.9993,200
8448,2011/12/23,15,1,15.58,19.695,54,23.9994,203
8449,2011/12/23,16,1,15.58,19.695,50,19.9995,181
8450,2011/12/23,17,1,14.76,17.425,53,15.0013,140
8451,2011/12/23,18,1,14.76,16.665,50,16.9979,95
8452,2011/12/23,19,1,13.94,16.665,53,12.998,76
8453,2011/12/23,20,1,13.12,15.15,61,22.0028,50
8454,2011/12/23,21,1,13.12,15.15,61,15.0013,32
8455,2011/12/23,22,1,13.12,15.91,66,12.998,47
8456,2011/12/23,23,1,13.12,16.665,66,8.9981,25
8457,2011/12/24,0,2,13.12,15.91,70,11.0014,23
8458,2011/12/24,1,2,13.12,17.425,66,0,16
8459,2011/12/24,2,2,13.12,16.665,66,6.0032,26
8460,2011/12/24,3,2,13.12,16.665,70,6.0032,5
8461,2011/12/24,4,2,13.12,15.91,66,11.0014,3
8462,2011/12/24,5,2,13.12,15.91,66,11.0014,4
8463,2011/12/24,6,2,12.3,15.15,75,11.0014,10
8464,2011/12/24,7,1,12.3,13.635,70,23.9994,10
8465,2011/12/24,8,1,11.48,13.635,70,12.998,27
8466,2011/12/24,9,1,12.3,13.635,45,27.9993,56
8467,2011/12/24,10,1,12.3,12.88,42,32.9975,56
8468,2011/12/24,11,1,13.12,14.395,39,23.9994,71
8469,2011/12/24,12,1,13.94,15.91,39,19.0012,94
8470,2011/12/24,13,1,13.94,15.15,39,19.9995,121
8471,2011/12/24,14,1,13.94,15.15,39,19.9995,85
8472,2011/12/24,15,1,13.12,15.15,39,15.0013,97
8473,2011/12/24,16,1,13.12,15.91,42,12.998,99
8474,2011/12/24,17,1,11.48,14.395,45,8.9981,68
8475,2011/12/24,18,1,12.3,15.91,42,6.0032,35
8476,2011/12/24,19,1,12.3,15.91,52,6.0032,25
8477,2011/12/24,20,1,10.66,13.635,56,8.9981,24
8478,2011/12/24,21,1,10.66,12.88,56,11.0014,19
8479,2011/12/24,22,1,9.84,14.395,52,0,20
8480,2011/12/24,23,1,9.84,12.88,56,0,17
8481,2011/12/25,0,1,9.84,11.365,60,12.998,6
8482,2011/12/25,1,1,9.02,11.365,69,8.9981,4
8483,2011/12/25,2,1,9.02,12.88,75,6.0032,2
8484,2011/12/25,3,1,9.02,13.635,72,0,4
8485,2011/12/25,5,1,8.2,11.365,75,7.0015,1
8486,2011/12/25,6,1,8.2,11.365,75,7.0015,1
8487,2011/12/25,7,1,9.02,12.12,80,7.0015,4
8488,2011/12/25,8,1,8.2,10.605,80,11.0014,5
8489,2011/12/25,9,1,9.84,12.12,87,11.0014,23
8490,2011/12/25,10,1,10.66,12.12,81,16.9979,43
8491,2011/12/25,11,1,12.3,15.15,70,11.0014,85
8492,2011/12/25,12,1,12.3,13.635,75,19.9995,66
8493,2011/12/25,13,1,13.12,15.15,70,16.9979,79
8494,2011/12/25,14,1,13.94,15.91,61,16.9979,86
8495,2011/12/25,15,1,13.94,16.665,61,12.998,91
8496,2011/12/25,16,1,14.76,18.18,57,7.0015,86
8497,2011/12/25,17,1,13.94,16.665,61,8.9981,44
8498,2011/12/25,18,1,13.12,15.91,70,12.998,30
8499,2011/12/25,19,1,13.12,16.665,57,8.9981,16
8500,2011/12/25,20,1,13.12,16.665,49,6.0032,26
8501,2011/12/25,21,1,12.3,15.15,56,8.9981,19
8502,2011/12/25,22,1,11.48,13.635,61,11.0014,17
8503,2011/12/25,23,1,10.66,13.635,65,8.9981,16
8504,2011/12/26,0,1,9.02,11.365,75,11.0014,11
8505,2011/12/26,1,1,11.48,13.635,56,12.998,10
8506,2011/12/26,2,1,13.94,15.91,46,15.0013,7
8507,2011/12/26,4,1,13.94,15.15,46,19.9995,2
8508,2011/12/26,5,1,13.94,15.15,42,26.0027,4
8509,2011/12/26,6,1,13.12,15.15,45,19.0012,4
8510,2011/12/26,7,1,13.12,15.91,45,12.998,19
8511,2011/12/26,8,1,13.12,16.665,45,8.9981,18
8512,2011/12/26,9,1,13.94,15.15,46,19.9995,62
8513,2011/12/26,10,1,13.94,14.395,42,35.0008,70
8514,2011/12/26,11,1,13.94,14.395,46,39.0007,91
8515,2011/12/26,12,1,14.76,15.91,43,31.0009,100
8516,2011/12/26,13,1,15.58,19.695,40,19.9995,140
8517,2011/12/26,14,1,15.58,19.695,40,22.0028,153
8518,2011/12/26,15,1,15.58,19.695,40,16.9979,131
8519,2011/12/26,16,1,14.76,16.665,43,19.0012,97
8520,2011/12/26,17,1,13.94,15.91,46,15.0013,97
8521,2011/12/26,18,1,13.12,16.665,49,6.0032,75
8522,2011/12/26,19,1,12.3,15.91,65,6.0032,65
8523,2011/12/26,20,1,12.3,15.91,56,6.0032,56
8524,2011/12/26,21,1,10.66,15.15,70,0,49
8525,2011/12/26,22,1,10.66,15.15,70,0,27
8526,2011/12/26,23,1,10.66,13.635,70,7.0015,29
8527,2011/12/27,0,1,10.66,12.88,70,11.0014,12
8528,2011/12/27,1,1,10.66,13.635,70,8.9981,6
8529,2011/12/27,2,1,10.66,13.635,70,8.9981,4
8530,2011/12/27,3,2,12.3,14.395,61,15.0013,3
8531,2011/12/27,4,2,12.3,14.395,65,15.0013,3
