instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,season,holiday,weekday,workingday,cnt
7408,2011/11/10,6,2,14.76,17.425,100,8.9981,4,0,4,1,114
7409,2011/11/10,7,2,15.58,19.695,94,11.0014,4,0,4,1,272
7410,2011/11/10,8,2,16.4,20.455,94,6.0032,4,0,4,1,436
7411,2011/11/10,9,2,17.22,21.21,94,7.0015,4,0,4,1,211
7412,2011/11/10,10,2,18.04,21.97,88,15.0013,4,0,4,1,117
7413,2011/11/10,11,2,18.86,22.725,67,26.0027,4,0,4,1,108
7414,2011/11/10,12,2,17.22,21.21,67,23.9994,4,0,4,1,167
7415,2011/11/10,13,3,14.76,16.665,81,23.9994,4,0,4,1,96
7416,2011/11/10,14,3,14.76,16.665,87,19.0012,4,0,4,1,64
7417,2011/11/10,15,3,14.76,16.665,81,19.9995,4,0,4,1,62
7418,2011/11/10,16,3,14.76,17.425,81,15.0013,4,0,4,1,73
7419,2011/11/10,17,3,14.76,17.425,81,15.0013,4,0,4,1,177
7420,2011/11/10,18,2,14.76,17.425,81,11.0014,4,0,4,1,273
7421,2011/11/10,19,2,14.76,17.425,71,15.0013,4,0,4,1,211
7422,2011/11/10,20,2,14.76,16.665,62,19.0012,4,0,4,1,168
7423,2011/11/10,21,1,14.76,16.665,57,16.9979,4,0,4,1,136
7424,2011/11/10,22,1,14.76,16.665,53,19.0012,4,0,4,1,89
7425,2011/11/10,23,2,13.94,16.665,57,11.0014,4,0,4,1,82
7426,2011/11/11,0,1,13.94,15.91,53,16.9979,4,1,5,0,66
7427,2011/11/11,1,1,13.12,15.15,57,22.0028,4,1,5,0,19
7428,2011/11/11,2,1,13.12,14.395,57,19.0012,4,1,5,0,11
7429,2011/11/11,3,1,12.3,14.395,61,12.998,4,1,5,0,6
7430,2011/11/11,4,1,12.3,14.395,61,12.998,4,1,5,0,8
7431,2011/11/11,5,1,12.3,14.395,49,16.9979,4,1,5,0,13
7432,2011/11/11,6,1,11.48,12.88,45,22.0028,4,1,5,0,46
7433,2011/11/11,7,1,11.48,13.635,45,16.9979,4,1,5,0,121
7434,2011/11/11,8,1,12.3,13.635,42,23.9994,4,1,5,0,258
7435,2011/11/11,9,1,13.12,14.395,45,30.0026,4,1,5,0,201
7436,2011/11/11,10,1,13.12,13.635,42,36.9974,4,1,5,0,200
7437,2011/11/11,11,1,13.94,14.395,42,32.9975,4,1,5,0,170
7438,2011/11/11,12,1,13.94,14.395,42,31.0009,4,1,5,0,239
7439,2011/11/11,13,1,15.58,19.695,37,36.9974,4,1,5,0,236
7440,2011/11/11,14,1,15.58,19.695,37,31.0009,4,1,5,0,247
7441,2011/11/11,15,1,14.76,16.665,37,27.9993,4,1,5,0,216
7442,2011/11/11,16,1,14.76,16.665,34,22.0028,4,1,5,0,238
7443,2011/11/11,17,1,13.94,15.15,39,22.0028,4,1,5,0,310
7444,2011/11/11,18,1,13.94,15.91,39,16.9979,4,1,5,0,208
7445,2011/11/11,19,1,13.12,15.91,39,11.0014,4,1,5,0,199
7446,2011/11/11,20,1,13.12,15.91,39,12.998,4,1,5,0,109
7447,2011/11/11,21,1,12.3,15.15,45,11.0014,4,1,5,0,83
7448,2011/11/11,22,1,13.12,15.91,39,12.998,4,1,5,0,91
7449,2011/11/11,23,1,12.3,15.91,45,6.0032,4,1,5,0,73
7450,2011/11/12,0,1,9.84,12.12,60,8.9981,4,0,6,0,64
7451,2011/11/12,1,1,9.84,12.12,60,8.9981,4,0,6,0,54
7452,2011/11/12,2,1,9.84,12.88,65,6.0032,4,0,6,0,46
7453,2011/11/12,3,1,9.84,12.12,70,8.9981,4,0,6,0,17
7454,2011/11/12,4,1,8.2,10.605,80,8.9981,4,0,6,0,7
7455,2011/11/12,5,1,9.02,12.88,75,6.0032,4,0,6,0,4
7456,2011/11/12,6,1,9.02,11.365,75,11.0014,4,0,6,0,7
7457,2011/11/12,7,1,9.02,11.365,75,12.998,4,0,6,0,27
7458,2011/11/12,8,1,10.66,12.88,70,12.998,4,0,6,0,101
7459,2011/11/12,9,1,12.3,15.15,61,11.0014,4,0,6,0,160
7460,2011/11/12,10,1,13.94,15.91,61,19.0012,4,0,6,0,232
7461,2011/11/12,11,1,15.58,19.695,54,19.0012,4,0,6,0,315
7462,2011/11/12,12,1,18.04,21.97,44,19.0012,4,0,6,0,366
7463,2011/11/12,13,1,19.68,23.485,36,19.0012,4,0,6,0,353
7464,2011/11/12,14,1,20.5,24.24,36,19.9995,4,0,6,0,435
7465,2011/11/12,15,1,21.32,25,29,19.0012,4,0,6,0,386
7466,2011/11/12,16,1,21.32,25,32,16.9979,4,0,6,0,361
7467,2011/11/12,17,1,20.5,24.24,34,16.9979,4,0,6,0,285
7468,2011/11/12,18,1,17.22,21.21,58,12.998,4,0,6,0,203
7469,2011/11/12,19,1,17.22,21.21,50,16.9979,4,0,6,0,171
7470,2011/11/12,20,1,17.22,21.21,50,19.0012,4,0,6,0,132
7471,2011/11/12,21,1,17.22,21.21,47,19.0012,4,0,6,0,122
7472,2011/11/12,22,1,17.22,21.21,47,16.9979,4,0,6,0,118
7473,2011/11/12,23,1,16.4,20.455,58,11.0014,4,0,6,0,101
7474,2011/11/13,0,2,16.4,20.455,58,12.998,4,0,0,0,73
7475,2011/11/13,1,2,14.76,17.425,66,12.998,4,0,0,0,71
7476,2011/11/13,2,1,14.76,18.18,57,7.0015,4,0,0,0,57
7477,2011/11/13,3,2,14.76,17.425,62,8.9981,4,0,0,0,28
7478,2011/11/13,4,2,14.76,17.425,62,8.9981,4,0,0,0,6
7479,2011/11/13,5,1,13.94,16.665,61,11.0014,4,0,0,0,5
7480,2011/11/13,6,1,13.94,16.665,66,8.9981,4,0,0,0,23
7481,2011/11/13,7,1,13.94,15.91,66,15.0013,4,0,0,0,43
7482,2011/11/13,8,1,13.94,17.425,66,6.0032,4,0,0,0,79
7483,2011/11/13,9,1,16.4,20.455,54,19.0012,4,0,0,0,135
7484,2011/11/13,10,1,18.04,21.97,44,22.0028,4,0,0,0,241
7485,2011/11/13,11,1,18.86,22.725,40,27.9993,4,0,0,0,295
7486,2011/11/13,12,2,21.32,25,29,27.9993,4,0,0,0,354
7487,2011/11/13,13,2,21.32,25,29,27.9993,4,0,0,0,339
7488,2011/11/13,14,2,22.14,25.76,28,32.9975,4,0,0,0,371
7489,2011/11/13,15,2,20.5,24.24,42,22.0028,4,0,0,0,310
7490,2011/11/13,16,2,22.14,25.76,28,26.0027,4,0,0,0,319
7491,2011/11/13,17,1,21.32,25,27,22.0028,4,0,0,0,231
7492,2011/11/13,18,1,21.32,25,27,22.0028,4,0,0,0,190
7493,2011/11/13,19,1,20.5,24.24,29,23.9994,4,0,0,0,157
7494,2011/11/13,20,1,20.5,24.24,31,23.9994,4,0,0,0,139
7495,2011/11/13,21,1,19.68,23.485,36,16.9979,4,0,0,0,95
7496,2011/11/13,22,1,19.68,23.485,41,26.0027,4,0,0,0,89
7497,2011/11/13,23,1,18.86,22.725,51,19.9995,4,0,0,0,67
7498,2011/11/14,0,1,18.86,22.725,59,19.0012,4,0,1,1,30
7499,2011/11/14,1,1,18.86,22.725,63,19.9995,4,0,1,1,11
7500,2011/11/14,2,1,18.86,22.725,63,23.9994,4,0,1,1,17
7501,2011/11/14,3,1,18.04,21.97,67,19.0012,4,0,1,1,7
7502,2011/11/14,4,1,18.04,21.97,67,15.0013,4,0,1,1,5
7503,2011/11/14,5,2,18.04,21.97,67,16.9979,4,0,1,1,19
7504,2011/11/14,6,2,18.04,21.97,72,15.0013,4,0,1,1,114
7505,2011/11/14,7,1,18.04,21.97,72,16.9979,4,0,1,1,322
7506,2011/11/14,8,2,18.86,22.725,67,12.998,4,0,1,1,452
7507,2011/11/14,9,2,19.68,23.485,67,22.0028,4,0,1,1,233
7508,2011/11/14,10,2,20.5,24.24,63,19.0012,4,0,1,1,111
7509,2011/11/14,11,2,22.14,25.76,60,19.0012,4,0,1,1,128
7510,2011/11/14,12,1,22.96,26.515,56,19.9995,4,0,1,1,202
7511,2011/11/14,13,1,24.6,31.06,49,26.0027,4,0,1,1,203
7512,2011/11/14,14,1,25.42,31.06,46,30.0026,4,0,1,1,185
7513,2011/11/14,15,1,26.24,31.06,44,22.0028,4,0,1,1,195
7514,2011/11/14,16,1,25.42,31.06,46,27.9993,4,0,1,1,315
7515,2011/11/14,17,1,25.42,31.06,46,16.9979,4,0,1,1,519
7516,2011/11/14,18,1,22.96,26.515,56,19.0012,4,0,1,1,489
7517,2011/11/14,19,1,24.6,31.06,53,19.9995,4,0,1,1,302
7518,2011/11/14,20,1,24.6,31.06,53,23.9994,4,0,1,1,240
7519,2011/11/14,21,1,24.6,31.06,53,23.9994,4,0,1,1,213
7520,2011/11/14,22,1,23.78,27.275,56,23.9994,4,0,1,1,113
7521,2011/11/14,23,1,22.96,26.515,64,19.9995,4,0,1,1,61
7522,2011/11/15,0,1,22.96,26.515,64,23.9994,4,0,2,1,22
7523,2011/11/15,1,1,22.96,26.515,60,19.9995,4,0,2,1,10
7524,2011/11/15,2,1,22.96,26.515,64,16.9979,4,0,2,1,15
7525,2011/11/15,3,2,22.14,25.76,68,22.0028,4,0,2,1,4
7526,2011/11/15,4,1,22.96,26.515,64,19.9995,4,0,2,1,7
7527,2011/11/15,5,1,22.14,25.76,68,19.0012,4,0,2,1,28
7528,2011/11/15,6,2,22.96,26.515,64,6.0032,4,0,2,1,108
7529,2011/11/15,7,2,22.14,25.76,68,11.0014,4,0,2,1,319
7530,2011/11/15,8,2,22.14,25.76,68,7.0015,4,0,2,1,480
7531,2011/11/15,9,2,22.96,26.515,64,6.0032,4,0,2,1,200
7532,2011/11/15,10,2,22.96,26.515,64,19.0012,4,0,2,1,138
7533,2011/11/15,11,2,22.96,26.515,64,12.998,4,0,2,1,134
7534,2011/11/15,12,2,22.14,25.76,68,0,4,0,2,1,176
7535,2011/11/15,13,3,22.14,25.76,60,15.0013,4,0,2,1,153
7536,2011/11/15,14,2,22.14,25.76,60,19.0012,4,0,2,1,147
7537,2011/11/15,15,2,22.14,25.76,60,8.9981,4,0,2,1,191
7538,2011/11/15,16,2,21.32,25,68,8.9981,4,0,2,1,271
7539,2011/11/15,17,2,20.5,24.24,72,12.998,4,0,2,1,451
7540,2011/11/15,18,2,20.5,24.24,72,19.0012,4,0,2,1,441
7541,2011/11/15,19,2,20.5,24.24,72,23.9994,4,0,2,1,286
7542,2011/11/15,20,2,19.68,23.485,82,8.9981,4,0,2,1,238
7543,2011/11/15,21,2,20.5,24.24,77,6.0032,4,0,2,1,168
7544,2011/11/15,22,2,18.86,22.725,88,7.0015,4,0,2,1,128
7545,2011/11/15,23,2,18.86,22.725,94,7.0015,4,0,2,1,80
7546,2011/11/16,0,2,18.86,22.725,94,0,4,0,3,1,31
7547,2011/11/16,1,3,18.86,22.725,94,6.0032,4,0,3,1,5
7548,2011/11/16,2,2,18.86,22.725,94,7.0015,4,0,3,1,10
7549,2011/11/16,3,2,18.86,22.725,94,7.0015,4,0,3,1,5
7550,2011/11/16,4,2,18.04,21.97,100,15.0013,4,0,3,1,4
7551,2011/11/16,5,3,18.86,22.725,94,7.0015,4,0,3,1,13
7552,2011/11/16,6,2,18.86,22.725,94,6.0032,4,0,3,1,56
7553,2011/11/16,7,3,18.86,22.725,94,0,4,0,3,1,137
7554,2011/11/16,8,3,18.86,22.725,94,0,4,0,3,1,232
7555,2011/11/16,9,3,18.86,22.725,94,0,4,0,3,1,82
7556,2011/11/16,10,3,18.86,22.725,94,0,4,0,3,1,36
7557,2011/11/16,11,3,18.86,22.725,94,6.0032,4,0,3,1,60
7558,2011/11/16,12,3,18.86,22.725,100,0,4,0,3,1,54
7559,2011/11/16,13,3,18.86,22.725,94,8.9981,4,0,3,1,58
7560,2011/11/16,14,2,18.86,22.725,100,8.9981,4,0,3,1,61
7561,2011/11/16,15,3,19.68,23.485,94,7.0015,4,0,3,1,66
7562,2011/11/16,16,3,19.68,23.485,94,7.0015,4,0,3,1,123
7563,2011/11/16,17,2,19.68,23.485,88,12.998,4,0,3,1,233
7564,2011/11/16,18,3,18.86,22.725,88,26.0027,4,0,3,1,189
7565,2011/11/16,19,3,18.86,22.725,88,26.0027,4,0,3,1,111
7566,2011/11/16,20,3,18.04,21.97,88,26.0027,4,0,3,1,99
7567,2011/11/16,21,3,18.04,21.97,88,19.0012,4,0,3,1,75
7568,2011/11/16,22,3,17.22,21.21,88,15.0013,4,0,3,1,46
7569,2011/11/16,23,3,17.22,21.21,88,8.9981,4,0,3,1,31
7570,2011/11/17,0,2,17.22,21.21,88,16.9979,4,0,4,1,24
7571,2011/11/17,1,2,17.22,21.21,82,11.0014,4,0,4,1,5
7572,2011/11/17,2,2,17.22,21.21,82,15.0013,4,0,4,1,5
7573,2011/11/17,3,2,17.22,21.21,77,22.0028,4,0,4,1,3
7574,2011/11/17,4,2,16.4,20.455,62,27.9993,4,0,4,1,4
7575,2011/11/17,5,3,13.94,15.15,71,22.0028,4,0,4,1,22
7576,2011/11/17,6,3,14.76,17.425,57,15.0013,4,0,4,1,75
7577,2011/11/17,7,3,13.94,15.91,61,19.0012,4,0,4,1,168
7578,2011/11/17,8,3,13.94,15.15,61,19.9995,4,0,4,1,355
7579,2011/11/17,9,2,13.94,15.15,61,22.0028,4,0,4,1,198
7580,2011/11/17,10,2,13.94,15.15,61,22.0028,4,0,4,1,81
7581,2011/11/17,11,3,13.12,15.15,66,22.0028,4,0,4,1,97
7582,2011/11/17,12,2,13.94,15.15,53,19.9995,4,0,4,1,121
7583,2011/11/17,13,2,13.94,15.15,49,30.0026,4,0,4,1,124
7584,2011/11/17,14,2,13.94,15.15,49,26.0027,4,0,4,1,110
7585,2011/11/17,15,2,13.94,15.15,49,30.0026,4,0,4,1,116
7586,2011/11/17,16,1,13.12,14.395,39,27.9993,4,0,4,1,195
7587,2011/11/17,17,1,13.12,14.395,42,26.0027,4,0,4,1,399
7588,2011/11/17,18,1,13.12,15.91,39,12.998,4,0,4,1,307
7589,2011/11/17,19,1,12.3,14.395,45,15.0013,4,0,4,1,217
7590,2011/11/17,20,1,12.3,14.395,42,19.0012,4,0,4,1,169
7591,2011/11/17,21,1,12.3,14.395,42,16.9979,4,0,4,1,116
7592,2011/11/17,22,1,10.66,12.12,52,16.9979,4,0,4,1,84
7593,2011/11/17,23,1,10.66,12.88,52,15.0013,4,0,4,1,58
7594,2011/11/18,0,1,10.66,12.88,48,11.0014,4,0,5,1,30
7595,2011/11/18,1,1,10.66,11.365,44,22.0028,4,0,5,1,10
7596,2011/11/18,2,1,9.84,11.365,44,15.0013,4,0,5,1,10
7597,2011/11/18,3,1,9.84,10.605,41,19.0012,4,0,5,1,2
7598,2011/11/18,4,1,9.02,11.365,44,11.0014,4,0,5,1,5
7599,2011/11/18,5,1,9.02,11.365,44,8.9981,4,0,5,1,22
7600,2011/11/18,6,1,9.02,12.88,44,6.0032,4,0,5,1,71
7601,2011/11/18,7,1,9.02,11.365,44,11.0014,4,0,5,1,216
7602,2011/11/18,8,1,9.02,11.365,44,12.998,4,0,5,1,375
7603,2011/11/18,9,1,10.66,12.88,41,12.998,4,0,5,1,213
7604,2011/11/18,10,1,10.66,12.12,41,19.0012,4,0,5,1,115
7605,2011/11/18,11,1,12.3,15.15,36,8.9981,4,0,5,1,140
7606,2011/11/18,12,1,13.12,16.665,33,0,4,0,5,1,165
7607,2011/11/18,13,1,13.94,15.91,31,15.0013,4,0,5,1,177
7608,2011/11/18,14,1,13.94,16.665,31,8.9981,4,0,5,1,154
7609,2011/11/18,15,1,13.94,16.665,29,8.9981,4,0,5,1,178
7610,2011/11/18,16,1,13.94,16.665,29,8.9981,4,0,5,1,209
7611,2011/11/18,17,1,13.12,16.665,31,8.9981,4,0,5,1,378
7612,2011/11/18,18,1,12.3,15.15,36,11.0014,4,0,5,1,328
7613,2011/11/18,19,1,11.48,13.635,41,11.0014,4,0,5,1,190
7614,2011/11/18,20,1,11.48,13.635,48,12.998,4,0,5,1,137
7615,2011/11/18,21,1,11.48,13.635,48,11.0014,4,0,5,1,111
7616,2011/11/18,22,1,10.66,13.635,52,7.0015,4,0,5,1,97
7617,2011/11/18,23,1,10.66,13.635,60,8.9981,4,0,5,1,59
7618,2011/11/19,0,1,10.66,12.88,56,12.998,4,0,6,0,53
7619,2011/11/19,1,1,10.66,11.365,52,19.9995,4,0,6,0,35
7620,2011/11/19,2,1,9.84,12.12,56,11.0014,4,0,6,0,46
7621,2011/11/19,3,1,10.66,12.12,48,16.9979,4,0,6,0,15
7622,2011/11/19,4,1,10.66,11.365,48,22.0028,4,0,6,0,8
7623,2011/11/19,5,1,9.84,11.365,56,16.9979,4,0,6,0,2
7624,2011/11/19,6,1,9.84,10.605,60,22.0028,4,0,6,0,12
7625,2011/11/19,7,1,9.84,11.365,60,16.9979,4,0,6,0,41
7626,2011/11/19,8,1,10.66,12.12,56,16.9979,4,0,6,0,92
7627,2011/11/19,9,1,11.48,12.88,52,19.9995,4,0,6,0,142
7628,2011/11/19,10,1,13.12,15.15,45,16.9979,4,0,6,0,200
7629,2011/11/19,11,1,14.76,18.94,40,0,4,0,6,0,233
7630,2011/11/19,12,1,16.4,20.455,35,19.0012,4,0,6,0,311
7631,2011/11/19,13,1,17.22,21.21,30,19.0012,4,0,6,0,363
7632,2011/11/19,14,1,17.22,21.21,32,19.9995,4,0,6,0,349
7633,2011/11/19,15,1,17.22,21.21,41,12.998,4,0,6,0,382
7634,2011/11/19,16,1,17.22,21.21,38,19.9995,4,0,6,0,287
7635,2011/11/19,17,1,16.4,20.455,40,12.998,4,0,6,0,232
7636,2011/11/19,18,1,15.58,19.695,46,8.9981,4,0,6,0,208
7637,2011/11/19,19,2,13.94,16.665,71,8.9981,4,0,6,0,182
7638,2011/11/19,20,2,14.76,18.18,57,7.0015,4,0,6,0,163
7639,2011/11/19,21,2,14.76,17.425,62,12.998,4,0,6,0,108
7640,2011/11/19,22,2,15.58,19.695,62,11.0014,4,0,6,0,106
7641,2011/11/19,23,1,15.58,19.695,62,15.0013,4,0,6,0,93
7642,2011/11/20,0,1,15.58,19.695,66,11.0014,4,0,0,0,93
7643,2011/11/20,1,1,16.4,20.455,62,16.9979,4,0,0,0,84
7644,2011/11/20,2,1,16.4,20.455,62,19.0012,4,0,0,0,56
7645,2011/11/20,3,2,16.4,20.455,66,19.0012,4,0,0,0,37
7646,2011/11/20,4,2,16.4,20.455,71,19.0012,4,0,0,0,12
7647,2011/11/20,5,2,17.22,21.21,67,19.0012,4,0,0,0,4
7648,2011/11/20,6,2,17.22,21.21,67,16.9979,4,0,0,0,9
7649,2011/11/20,7,1,17.22,21.21,67,15.0013,4,0,0,0,23
7650,2011/11/20,8,2,17.22,21.21,71,19.0012,4,0,0,0,65
7651,2011/11/20,9,1,18.04,21.97,72,11.0014,4,0,0,0,138
7652,2011/11/20,10,2,18.04,21.97,72,7.0015,4,0,0,0,229
7653,2011/11/20,11,2,20.5,24.24,63,7.0015,4,0,0,0,286
7654,2011/11/20,12,2,20.5,24.24,63,8.9981,4,0,0,0,304
7655,2011/11/20,13,2,22.14,25.76,60,12.998,4,0,0,0,369
7656,2011/11/20,14,1,21.32,25,63,16.9979,4,0,0,0,363
7657,2011/11/20,15,2,21.32,25,68,12.998,4,0,0,0,351
7658,2011/11/20,16,2,21.32,25,63,8.9981,4,0,0,0,306
7659,2011/11/20,17,2,21.32,25,63,12.998,4,0,0,0,203
7660,2011/11/20,18,2,22.14,25.76,64,12.998,4,0,0,0,145
7661,2011/11/20,19,2,20.5,24.24,72,7.0015,4,0,0,0,157
7662,2011/11/20,20,2,21.32,25,68,7.0015,4,0,0,0,113
7663,2011/11/20,21,2,19.68,23.485,77,6.0032,4,0,0,0,105
7664,2011/11/20,22,3,18.86,22.725,88,6.0032,4,0,0,0,40
7665,2011/11/20,23,3,18.86,22.725,88,6.0032,4,0,0,0,28
7666,2011/11/21,0,2,18.86,22.725,94,0,4,0,1,1,17
7667,2011/11/21,1,3,18.86,22.725,94,12.998,4,0,1,1,12
7668,2011/11/21,2,3,18.04,21.97,100,12.998,4,0,1,1,3
7669,2011/11/21,3,3,18.04,21.97,100,8.9981,4,0,1,1,4
7670,2011/11/21,4,3,18.04,21.97,100,8.9981,4,0,1,1,5
7671,2011/11/21,5,2,18.04,21.97,100,0,4,0,1,1,20
7672,2011/11/21,6,2,17.22,21.21,100,0,4,0,1,1,76
7673,2011/11/21,7,2,18.86,22.725,94,11.0014,4,0,1,1,246
7674,2011/11/21,8,2,18.86,22.725,94,0,4,0,1,1,391
7675,2011/11/21,9,2,19.68,23.485,94,7.0015,4,0,1,1,237
7676,2011/11/21,10,2,21.32,25,83,0,4,0,1,1,135
7677,2011/11/21,11,2,21.32,25,83,7.0015,4,0,1,1,128
7678,2011/11/21,12,2,20.5,24.24,77,8.9981,4,0,1,1,162
7679,2011/11/21,13,2,20.5,24.24,77,8.9981,4,0,1,1,134
7680,2011/11/21,14,2,19.68,23.485,82,12.998,4,0,1,1,135
7681,2011/11/21,15,3,18.04,21.97,94,15.0013,4,0,1,1,108
7682,2011/11/21,16,3,18.04,21.97,94,15.0013,4,0,1,1,108
7683,2011/11/21,17,3,17.22,21.21,94,19.9995,4,0,1,1,210
7684,2011/11/21,18,3,17.22,21.21,88,12.998,4,0,1,1,192
7685,2011/11/21,19,3,16.4,20.455,94,12.998,4,0,1,1,137
7686,2011/11/21,20,3,16.4,20.455,87,15.0013,4,0,1,1,80
7687,2011/11/21,21,3,16.4,20.455,87,11.0014,4,0,1,1,114
7688,2011/11/21,22,3,16.4,20.455,87,8.9981,4,0,1,1,78
7689,2011/11/21,23,3,16.4,20.455,87,11.0014,4,0,1,1,33
7690,2011/11/22,0,3,15.58,19.695,94,7.0015,4,0,2,1,14
7691,2011/11/22,1,3,16.4,20.455,94,8.9981,4,0,2,1,6
7692,2011/11/22,2,3,15.58,19.695,100,7.0015,4,0,2,1,6
7693,2011/11/22,3,3,15.58,19.695,100,7.0015,4,0,2,1,3
7694,2011/11/22,4,3,15.58,19.695,94,11.0014,4,0,2,1,7
7695,2011/11/22,5,3,15.58,19.695,94,11.0014,4,0,2,1,18
7696,2011/11/22,6,2,15.58,19.695,94,7.0015,4,0,2,1,64
7697,2011/11/22,7,3,15.58,19.695,94,15.0013,4,0,2,1,121
7698,2011/11/22,8,3,15.58,19.695,94,15.0013,4,0,2,1,190
7699,2011/11/22,9,3,16.4,20.455,94,0,4,0,2,1,149
7700,2011/11/22,10,3,16.4,20.455,94,0,4,0,2,1,52
7701,2011/11/22,11,3,16.4,20.455,94,8.9981,4,0,2,1,32
7702,2011/11/22,12,3,16.4,20.455,100,6.0032,4,0,2,1,21
7703,2011/11/22,13,3,17.22,21.21,100,6.0032,4,0,2,1,26
7704,2011/11/22,14,3,17.22,21.21,100,6.0032,4,0,2,1,35
7705,2011/11/22,15,3,18.04,21.97,94,0,4,0,2,1,34
7706,2011/11/22,16,3,18.04,21.97,94,0,4,0,2,1,62
7707,2011/11/22,17,3,18.04,21.97,100,6.0032,4,0,2,1,165
7708,2011/11/22,18,3,18.04,21.97,100,0,4,0,2,1,148
7709,2011/11/22,19,3,18.86,22.725,94,7.0015,4,0,2,1,111
7710,2011/11/22,20,2,18.86,22.725,100,15.0013,4,0,2,1,127
7711,2011/11/22,21,2,18.86,22.725,100,16.9979,4,0,2,1,90
7712,2011/11/22,22,2,20.5,24.24,94,12.998,4,0,2,1,87
7713,2011/11/22,23,2,19.68,23.485,94,16.9979,4,0,2,1,39
7714,2011/11/23,0,2,19.68,23.485,94,16.9979,4,0,3,1,16
7715,2011/11/23,1,2,19.68,23.485,94,19.9995,4,0,3,1,8
7716,2011/11/23,2,3,20.5,24.24,94,23.9994,4,0,3,1,6
7717,2011/11/23,3,3,20.5,24.24,94,23.9994,4,0,3,1,3
7718,2011/11/23,4,3,21.32,25,88,23.9994,4,0,3,1,5
7719,2011/11/23,5,2,18.86,22.725,94,12.998,4,0,3,1,17
7720,2011/11/23,6,2,18.04,21.97,100,0,4,0,3,1,69
7721,2011/11/23,7,2,18.86,22.725,100,6.0032,4,0,3,1,156
7722,2011/11/23,8,2,19.68,23.485,94,7.0015,4,0,3,1,323
7723,2011/11/23,9,2,21.32,25,94,12.998,4,0,3,1,167
7724,2011/11/23,10,2,21.32,25,94,12.998,4,0,3,1,76
7725,2011/11/23,11,2,20.5,24.24,72,27.9993,4,0,3,1,116
7726,2011/11/23,12,1,19.68,23.485,55,27.9993,4,0,3,1,160
7727,2011/11/23,13,2,18.04,21.97,54,32.9975,4,0,3,1,174
7728,2011/11/23,14,1,17.22,21.21,54,31.0009,4,0,3,1,213
7729,2011/11/23,15,2,17.22,21.21,54,30.0026,4,0,3,1,207
7730,2011/11/23,16,2,16.4,20.455,62,31.0009,4,0,3,1,173
7731,2011/11/23,17,3,15.58,19.695,71,26.0027,4,0,3,1,163
7732,2011/11/23,18,2,16.4,20.455,58,35.0008,4,0,3,1,145
7733,2011/11/23,19,1,15.58,19.695,58,26.0027,4,0,3,1,122
7734,2011/11/23,20,1,14.76,16.665,62,26.0027,4,0,3,1,68
7735,2011/11/23,21,1,14.76,15.91,57,31.0009,4,0,3,1,66
7736,2011/11/23,22,1,13.94,15.15,61,30.0026,4,0,3,1,62
7737,2011/11/23,23,1,13.94,15.15,61,23.9994,4,0,3,1,51
7738,2011/11/24,0,1,13.12,15.15,57,15.0013,4,1,4,0,23
7739,2011/11/24,1,1,13.12,14.395,57,27.9993,4,1,4,0,24
7740,2011/11/24,2,1,12.3,14.395,61,19.0012,4,1,4,0,22
7741,2011/11/24,3,1,11.48,14.395,65,8.9981,4,1,4,0,5
7742,2011/11/24,4,1,12.3,15.91,61,6.0032,4,1,4,0,2
7743,2011/11/24,5,1,12.3,15.91,61,7.0015,4,1,4,0,11
7744,2011/11/24,6,1,12.3,15.91,61,6.0032,4,1,4,0,6
7745,2011/11/24,7,1,10.66,13.635,75,7.0015,4,1,4,0,40
7746,2011/11/24,8,1,12.3,15.91,65,6.0032,4,1,4,0,46
7747,2011/11/24,9,1,13.94,17.425,61,0,4,1,4,0,81
7748,2011/11/24,10,1,14.76,18.94,57,0,4,1,4,0,98
7749,2011/11/24,11,1,17.22,21.21,41,19.9995,4,1,4,0,142
7750,2011/11/24,12,1,18.86,22.725,36,15.0013,4,1,4,0,150
7751,2011/11/24,13,1,19.68,23.485,33,15.0013,4,1,4,0,175
7752,2011/11/24,14,1,20.5,24.24,31,19.9995,4,1,4,0,168
7753,2011/11/24,15,1,20.5,24.24,31,16.9979,4,1,4,0,149
7754,2011/11/24,16,1,20.5,24.24,34,19.0012,4,1,4,0,114
7755,2011/11/24,17,1,19.68,23.485,33,7.0015,4,1,4,0,74
7756,2011/11/24,18,1,17.22,21.21,50,6.0032,4,1,4,0,37
7757,2011/11/24,19,1,16.4,20.455,54,7.0015,4,1,4,0,28
7758,2011/11/24,20,1,14.76,17.425,76,11.0014,4,1,4,0,31
7759,2011/11/24,21,1,14.76,17.425,71,11.0014,4,1,4,0,26
7760,2011/11/24,22,1,14.76,17.425,71,11.0014,4,1,4,0,22
7761,2011/11/24,23,1,13.94,17.425,76,7.0015,4,1,4,0,21
7762,2011/11/25,0,1,13.94,16.665,76,11.0014,4,0,5,1,29
7763,2011/11/25,1,1,13.94,18.18,76,0,4,0,5,1,14
7764,2011/11/25,2,1,11.48,14.395,81,7.0015,4,0,5,1,10
7765,2011/11/25,3,1,11.48,14.395,75,7.0015,4,0,5,1,2
7766,2011/11/25,4,1,12.3,15.91,75,7.0015,4,0,5,1,7
7767,2011/11/25,5,1,11.48,15.91,75,0,4,0,5,1,5
7768,2011/11/25,6,1,10.66,13.635,81,7.0015,4,0,5,1,13
